study,region,sample,cell_type,cell_type_clean,sample_id
Krishna2021_Kidney,Kidney,t4_Medial,Epithelial,Epithelial,Krishna2021_Kidney::t4_Medial
Krishna2021_Kidney,Kidney,t4_Medial,T_cell,T cell,Krishna2021_Kidney::t4_Medial
Krishna2021_Kidney,Kidney,t4_Medial,Monocyte,Monocyte,Krishna2021_Kidney::t4_Medial
Krishna2021_Kidney,Kidney,t4_Medial,Dendritic,Dendritic,Krishna2021_Kidney::t4_Medial
Krishna2021_Kidney,Kidney,t4_Medial,B_cell,B cell,Krishna2021_Kidney::t4_Medial
Krishna2021_Kidney,Kidney,t4_Medial,NK_cell,NK cell,Krishna2021_Kidney::t4_Medial
Krishna2021_Kidney,Kidney,t4_Medial,Endothelial,Endothelial,Krishna2021_Kidney::t4_Medial
Krishna2021_Kidney,Kidney,t4_Medial,Malignant,Malignant,Krishna2021_Kidney::t4_Medial
Krishna2021_Kidney,Kidney,t4_Medial,Macrophage,Macrophage,Krishna2021_Kidney::t4_Medial
Krishna2021_Kidney,Kidney,t4_Medial,Myofibroblast,Myofibroblast,Krishna2021_Kidney::t4_Medial
Krishna2021_Kidney,Kidney,t4_Normal,Monocyte,Monocyte,Krishna2021_Kidney::t4_Normal
Krishna2021_Kidney,Kidney,t4_Normal,T_cell,T cell,Krishna2021_Kidney::t4_Normal
Krishna2021_Kidney,Kidney,t4_Normal,NK_cell,NK cell,Krishna2021_Kidney::t4_Normal
Krishna2021_Kidney,Kidney,t4_Normal,Epithelial,Epithelial,Krishna2021_Kidney::t4_Normal
Krishna2021_Kidney,Kidney,t4_Normal,Macrophage,Macrophage,Krishna2021_Kidney::t4_Normal
Krishna2021_Kidney,Kidney,t4_Normal,Endothelial,Endothelial,Krishna2021_Kidney::t4_Normal
Krishna2021_Kidney,Kidney,t4_Normal,Dendritic,Dendritic,Krishna2021_Kidney::t4_Normal
Krishna2021_Kidney,Kidney,t4_Normal,B_cell,B cell,Krishna2021_Kidney::t4_Normal
Krishna2021_Kidney,Kidney,t4_Normal,Malignant,Malignant,Krishna2021_Kidney::t4_Normal
Krishna2021_Kidney,Kidney,t4_Normal,Myofibroblast,Myofibroblast,Krishna2021_Kidney::t4_Normal
Krishna2021_Kidney,Kidney,t4_PBMC,T_cell,T cell,Krishna2021_Kidney::t4_PBMC
Krishna2021_Kidney,Kidney,t4_PBMC,NK_cell,NK cell,Krishna2021_Kidney::t4_PBMC
Krishna2021_Kidney,Kidney,t4_PBMC,Monocyte,Monocyte,Krishna2021_Kidney::t4_PBMC
Krishna2021_Kidney,Kidney,t4_PBMC,B_cell,B cell,Krishna2021_Kidney::t4_PBMC
Krishna2021_Kidney,Kidney,t4_PBMC,Myeloid,Myeloid,Krishna2021_Kidney::t4_PBMC
Krishna2021_Kidney,Kidney,t4_PBMC,Dendritic,Dendritic,Krishna2021_Kidney::t4_PBMC
Krishna2021_Kidney,Kidney,t4_PBMC,Macrophage,Macrophage,Krishna2021_Kidney::t4_PBMC
Obradovic2021_Kidney,Kidney,Patient1,Endothelial,Endothelial,Obradovic2021_Kidney::Patient1
Obradovic2021_Kidney,Kidney,Patient1,Malignant,Malignant,Obradovic2021_Kidney::Patient1
Obradovic2021_Kidney,Kidney,Patient1,Fibroblast,Fibroblast,Obradovic2021_Kidney::Patient1
Obradovic2021_Kidney,Kidney,Patient1,Macrophage,Macrophage,Obradovic2021_Kidney::Patient1
Obradovic2021_Kidney,Kidney,Patient1,Epithelial,Epithelial,Obradovic2021_Kidney::Patient1
Obradovic2021_Kidney,Kidney,Patient2,Malignant,Malignant,Obradovic2021_Kidney::Patient2
Obradovic2021_Kidney,Kidney,Patient2,Fibroblast,Fibroblast,Obradovic2021_Kidney::Patient2
Obradovic2021_Kidney,Kidney,Patient2,Endothelial,Endothelial,Obradovic2021_Kidney::Patient2
Obradovic2021_Kidney,Kidney,Patient2,Macrophage,Macrophage,Obradovic2021_Kidney::Patient2
Obradovic2021_Kidney,Kidney,Patient2,Epithelial,Epithelial,Obradovic2021_Kidney::Patient2
Obradovic2021_Kidney,Kidney,Patient3,Fibroblast,Fibroblast,Obradovic2021_Kidney::Patient3
Obradovic2021_Kidney,Kidney,Patient3,Malignant,Malignant,Obradovic2021_Kidney::Patient3
Obradovic2021_Kidney,Kidney,Patient3,Endothelial,Endothelial,Obradovic2021_Kidney::Patient3
Obradovic2021_Kidney,Kidney,Patient3,Epithelial,Epithelial,Obradovic2021_Kidney::Patient3
Obradovic2021_Kidney,Kidney,Patient3,Macrophage,Macrophage,Obradovic2021_Kidney::Patient3
Obradovic2021_Kidney,Kidney,Patient4,Malignant,Malignant,Obradovic2021_Kidney::Patient4
Obradovic2021_Kidney,Kidney,Patient4,Fibroblast,Fibroblast,Obradovic2021_Kidney::Patient4
Obradovic2021_Kidney,Kidney,Patient4,Endothelial,Endothelial,Obradovic2021_Kidney::Patient4
Obradovic2021_Kidney,Kidney,Patient4,Epithelial,Epithelial,Obradovic2021_Kidney::Patient4
Obradovic2021_Kidney,Kidney,Patient4,Macrophage,Macrophage,Obradovic2021_Kidney::Patient4
Obradovic2021_Kidney,Kidney,Patient5,Malignant,Malignant,Obradovic2021_Kidney::Patient5
Obradovic2021_Kidney,Kidney,Patient5,Fibroblast,Fibroblast,Obradovic2021_Kidney::Patient5
Obradovic2021_Kidney,Kidney,Patient5,Macrophage,Macrophage,Obradovic2021_Kidney::Patient5
Obradovic2021_Kidney,Kidney,Patient5,Endothelial,Endothelial,Obradovic2021_Kidney::Patient5
Obradovic2021_Kidney,Kidney,Patient5,Epithelial,Epithelial,Obradovic2021_Kidney::Patient5
Obradovic2021_Kidney,Kidney,Patient6,Fibroblast,Fibroblast,Obradovic2021_Kidney::Patient6
Obradovic2021_Kidney,Kidney,Patient6,Endothelial,Endothelial,Obradovic2021_Kidney::Patient6
Obradovic2021_Kidney,Kidney,Patient6,Malignant,Malignant,Obradovic2021_Kidney::Patient6
Obradovic2021_Kidney,Kidney,Patient6,Epithelial,Epithelial,Obradovic2021_Kidney::Patient6
Obradovic2021_Kidney,Kidney,Patient6,Macrophage,Macrophage,Obradovic2021_Kidney::Patient6
Obradovic2021_Kidney,Kidney,Patient7,Malignant,Malignant,Obradovic2021_Kidney::Patient7
Obradovic2021_Kidney,Kidney,Patient7,Fibroblast,Fibroblast,Obradovic2021_Kidney::Patient7
Obradovic2021_Kidney,Kidney,Patient7,Endothelial,Endothelial,Obradovic2021_Kidney::Patient7
Obradovic2021_Kidney,Kidney,Patient7,Epithelial,Epithelial,Obradovic2021_Kidney::Patient7
Obradovic2021_Kidney,Kidney,Patient7,Macrophage,Macrophage,Obradovic2021_Kidney::Patient7
Obradovic2021_Kidney,Kidney,Patient8,Malignant,Malignant,Obradovic2021_Kidney::Patient8
Obradovic2021_Kidney,Kidney,Patient8,Fibroblast,Fibroblast,Obradovic2021_Kidney::Patient8
Obradovic2021_Kidney,Kidney,Patient8,Epithelial,Epithelial,Obradovic2021_Kidney::Patient8
Obradovic2021_Kidney,Kidney,Patient8,Endothelial,Endothelial,Obradovic2021_Kidney::Patient8
Obradovic2021_Kidney,Kidney,Patient8,Macrophage,Macrophage,Obradovic2021_Kidney::Patient8
Zhang2021_Kidney,Kidney,SI_18854,Malignant,Malignant,Zhang2021_Kidney::SI_18854
Zhang2021_Kidney,Kidney,SI_18854,Macrophage,Macrophage,Zhang2021_Kidney::SI_18854
Zhang2021_Kidney,Kidney,SI_18854,T_cell,T cell,Zhang2021_Kidney::SI_18854
Zhang2021_Kidney,Kidney,SI_18854,Endothelial,Endothelial,Zhang2021_Kidney::SI_18854
Zhang2021_Kidney,Kidney,SI_18854,Myocyte,Myocyte,Zhang2021_Kidney::SI_18854
Zhang2021_Kidney,Kidney,SI_18854,Mast,Mast,Zhang2021_Kidney::SI_18854
Zhang2021_Kidney,Kidney,SI_18854,Plasma,Plasma,Zhang2021_Kidney::SI_18854
Zhang2021_Kidney,Kidney,SI_18856,Epithelial,Epithelial,Zhang2021_Kidney::SI_18856
Zhang2021_Kidney,Kidney,SI_18856,Macrophage,Macrophage,Zhang2021_Kidney::SI_18856
Zhang2021_Kidney,Kidney,SI_18856,B_cell,B cell,Zhang2021_Kidney::SI_18856
Zhang2021_Kidney,Kidney,SI_18856,Endothelial,Endothelial,Zhang2021_Kidney::SI_18856
Zhang2021_Kidney,Kidney,SI_18856,Monocyte,Monocyte,Zhang2021_Kidney::SI_18856
Zhang2021_Kidney,Kidney,SI_18856,Myocyte,Myocyte,Zhang2021_Kidney::SI_18856
Zhang2021_Kidney,Kidney,SI_18856,NK_cell,NK cell,Zhang2021_Kidney::SI_18856
Zhang2021_Kidney,Kidney,SI_18856,T_cell,T cell,Zhang2021_Kidney::SI_18856
Zhang2021_Kidney,Kidney,SI_18856,Pericyte,Pericyte,Zhang2021_Kidney::SI_18856
Zhang2021_Kidney,Kidney,SI_18855,Mast,Mast,Zhang2021_Kidney::SI_18855
Zhang2021_Kidney,Kidney,SI_18855,Macrophage,Macrophage,Zhang2021_Kidney::SI_18855
Zhang2021_Kidney,Kidney,SI_18855,Endothelial,Endothelial,Zhang2021_Kidney::SI_18855
Zhang2021_Kidney,Kidney,SI_18855,Malignant,Malignant,Zhang2021_Kidney::SI_18855
Zhang2021_Kidney,Kidney,SI_18855,T_cell,T cell,Zhang2021_Kidney::SI_18855
Zhang2021_Kidney,Kidney,SI_18855,Myocyte,Myocyte,Zhang2021_Kidney::SI_18855
Zhang2021_Kidney,Kidney,SI_18855,Plasma,Plasma,Zhang2021_Kidney::SI_18855
Zhang2021_Kidney,Kidney,SI_18855,Pericyte,Pericyte,Zhang2021_Kidney::SI_18855
Zhang2021_Kidney,Kidney,SI_18855,B_cell,B cell,Zhang2021_Kidney::SI_18855
Zhang2021_Kidney,Kidney,SI_19704,Endothelial,Endothelial,Zhang2021_Kidney::SI_19704
Zhang2021_Kidney,Kidney,SI_19704,Epithelial,Epithelial,Zhang2021_Kidney::SI_19704
Zhang2021_Kidney,Kidney,SI_19704,B_cell,B cell,Zhang2021_Kidney::SI_19704
Zhang2021_Kidney,Kidney,SI_19704,Pericyte,Pericyte,Zhang2021_Kidney::SI_19704
Zhang2021_Kidney,Kidney,SI_19704,Myocyte,Myocyte,Zhang2021_Kidney::SI_19704
Zhang2021_Kidney,Kidney,SI_19704,Macrophage,Macrophage,Zhang2021_Kidney::SI_19704
Zhang2021_Kidney,Kidney,SI_19703,Myocyte,Myocyte,Zhang2021_Kidney::SI_19703
Zhang2021_Kidney,Kidney,SI_19703,Malignant,Malignant,Zhang2021_Kidney::SI_19703
Zhang2021_Kidney,Kidney,SI_19703,Endothelial,Endothelial,Zhang2021_Kidney::SI_19703
Zhang2021_Kidney,Kidney,SI_19703,Macrophage,Macrophage,Zhang2021_Kidney::SI_19703
Zhang2021_Kidney,Kidney,SI_19703,Pericyte,Pericyte,Zhang2021_Kidney::SI_19703
Zhang2021_Kidney,Kidney,SI_19703,Mast,Mast,Zhang2021_Kidney::SI_19703
Zhang2021_Kidney,Kidney,SI_19703,T_cell,T cell,Zhang2021_Kidney::SI_19703
Zhang2021_Kidney,Kidney,SI_21255,Epithelial,Epithelial,Zhang2021_Kidney::SI_21255
Zhang2021_Kidney,Kidney,SI_21255,Endothelial,Endothelial,Zhang2021_Kidney::SI_21255
Zhang2021_Kidney,Kidney,SI_21255,NK_cell,NK cell,Zhang2021_Kidney::SI_21255
Zhang2021_Kidney,Kidney,SI_21255,B_cell,B cell,Zhang2021_Kidney::SI_21255
Zhang2021_Kidney,Kidney,SI_21255,T_cell,T cell,Zhang2021_Kidney::SI_21255
Zhang2021_Kidney,Kidney,SI_21255,Macrophage,Macrophage,Zhang2021_Kidney::SI_21255
Zhang2021_Kidney,Kidney,SI_21255,Monocyte,Monocyte,Zhang2021_Kidney::SI_21255
Zhang2021_Kidney,Kidney,SI_21255,Myocyte,Myocyte,Zhang2021_Kidney::SI_21255
Zhang2021_Kidney,Kidney,SI_21255,Pericyte,Pericyte,Zhang2021_Kidney::SI_21255
Zhang2021_Kidney,Kidney,SI_21256,Epithelial,Epithelial,Zhang2021_Kidney::SI_21256
Zhang2021_Kidney,Kidney,SI_21256,Endothelial,Endothelial,Zhang2021_Kidney::SI_21256
Zhang2021_Kidney,Kidney,SI_21256,B_cell,B cell,Zhang2021_Kidney::SI_21256
Zhang2021_Kidney,Kidney,SI_21256,Monocyte,Monocyte,Zhang2021_Kidney::SI_21256
Zhang2021_Kidney,Kidney,SI_21256,Mesangial,Mesangial,Zhang2021_Kidney::SI_21256
Zhang2021_Kidney,Kidney,SI_21256,T_cell,T cell,Zhang2021_Kidney::SI_21256
Zhang2021_Kidney,Kidney,SI_21256,Myocyte,Myocyte,Zhang2021_Kidney::SI_21256
Zhang2021_Kidney,Kidney,SI_21256,NK_cell,NK cell,Zhang2021_Kidney::SI_21256
Zhang2021_Kidney,Kidney,SI_21256,Macrophage,Macrophage,Zhang2021_Kidney::SI_21256
Zhang2021_Kidney,Kidney,SI_21256,Pericyte,Pericyte,Zhang2021_Kidney::SI_21256
Zhang2021_Kidney,Kidney,SI_21561,Macrophage,Macrophage,Zhang2021_Kidney::SI_21561
Zhang2021_Kidney,Kidney,SI_21561,Malignant,Malignant,Zhang2021_Kidney::SI_21561
Zhang2021_Kidney,Kidney,SI_21561,Endothelial,Endothelial,Zhang2021_Kidney::SI_21561
Zhang2021_Kidney,Kidney,SI_21561,Myocyte,Myocyte,Zhang2021_Kidney::SI_21561
Zhang2021_Kidney,Kidney,SI_21561,T_cell,T cell,Zhang2021_Kidney::SI_21561
Zhang2021_Kidney,Kidney,SI_22369,Epithelial,Epithelial,Zhang2021_Kidney::SI_22369
Zhang2021_Kidney,Kidney,SI_22369,Monocyte,Monocyte,Zhang2021_Kidney::SI_22369
Zhang2021_Kidney,Kidney,SI_22369,NK_cell,NK cell,Zhang2021_Kidney::SI_22369
Zhang2021_Kidney,Kidney,SI_22369,Endothelial,Endothelial,Zhang2021_Kidney::SI_22369
Zhang2021_Kidney,Kidney,SI_22369,Myocyte,Myocyte,Zhang2021_Kidney::SI_22369
Zhang2021_Kidney,Kidney,SI_22369,T_cell,T cell,Zhang2021_Kidney::SI_22369
Zhang2021_Kidney,Kidney,SI_22369,Macrophage,Macrophage,Zhang2021_Kidney::SI_22369
Zhang2021_Kidney,Kidney,SI_22369,B_cell,B cell,Zhang2021_Kidney::SI_22369
Zhang2021_Kidney,Kidney,SI_22369,Mesangial,Mesangial,Zhang2021_Kidney::SI_22369
Zhang2021_Kidney,Kidney,SI_22369,Pericyte,Pericyte,Zhang2021_Kidney::SI_22369
Zhang2021_Kidney,Kidney,SI_22368,Myocyte,Myocyte,Zhang2021_Kidney::SI_22368
Zhang2021_Kidney,Kidney,SI_22368,Malignant,Malignant,Zhang2021_Kidney::SI_22368
Zhang2021_Kidney,Kidney,SI_22368,T_cell,T cell,Zhang2021_Kidney::SI_22368
Zhang2021_Kidney,Kidney,SI_22368,Macrophage,Macrophage,Zhang2021_Kidney::SI_22368
Zhang2021_Kidney,Kidney,SI_22368,Endothelial,Endothelial,Zhang2021_Kidney::SI_22368
Zhang2021_Kidney,Kidney,SI_22368,B_cell,B cell,Zhang2021_Kidney::SI_22368
Zhang2021_Kidney,Kidney,SI_22368,Mast,Mast,Zhang2021_Kidney::SI_22368
Zhang2021_Kidney,Kidney,SI_22368,Pericyte,Pericyte,Zhang2021_Kidney::SI_22368
Zhang2021_Kidney,Kidney,SI_22368,Plasma,Plasma,Zhang2021_Kidney::SI_22368
Zhang2021_Kidney,Kidney,SI_22605,Epithelial,Epithelial,Zhang2021_Kidney::SI_22605
Zhang2021_Kidney,Kidney,SI_22605,Endothelial,Endothelial,Zhang2021_Kidney::SI_22605
Zhang2021_Kidney,Kidney,SI_22605,Myocyte,Myocyte,Zhang2021_Kidney::SI_22605
Zhang2021_Kidney,Kidney,SI_22605,Macrophage,Macrophage,Zhang2021_Kidney::SI_22605
Zhang2021_Kidney,Kidney,SI_22605,B_cell,B cell,Zhang2021_Kidney::SI_22605
Zhang2021_Kidney,Kidney,SI_22605,Monocyte,Monocyte,Zhang2021_Kidney::SI_22605
Zhang2021_Kidney,Kidney,SI_22605,NK_cell,NK cell,Zhang2021_Kidney::SI_22605
Zhang2021_Kidney,Kidney,SI_22605,Pericyte,Pericyte,Zhang2021_Kidney::SI_22605
Zhang2021_Kidney,Kidney,SI_22605,T_cell,T cell,Zhang2021_Kidney::SI_22605
Zhang2021_Kidney,Kidney,SI_22604,Malignant,Malignant,Zhang2021_Kidney::SI_22604
Zhang2021_Kidney,Kidney,SI_22604,Macrophage,Macrophage,Zhang2021_Kidney::SI_22604
Zhang2021_Kidney,Kidney,SI_22604,Myocyte,Myocyte,Zhang2021_Kidney::SI_22604
Zhang2021_Kidney,Kidney,SI_22604,T_cell,T cell,Zhang2021_Kidney::SI_22604
Zhang2021_Kidney,Kidney,SI_22604,Mast,Mast,Zhang2021_Kidney::SI_22604
Zhang2021_Kidney,Kidney,SI_22604,Endothelial,Endothelial,Zhang2021_Kidney::SI_22604
Zhang2021_Kidney,Kidney,SI_22604,Plasma,Plasma,Zhang2021_Kidney::SI_22604
Zhang2021_Kidney,Kidney,SI_22604,Pericyte,Pericyte,Zhang2021_Kidney::SI_22604
Zhang2021_Kidney,Kidney,SI_23459,Malignant,Malignant,Zhang2021_Kidney::SI_23459
Zhang2021_Kidney,Kidney,SI_23459,Endothelial,Endothelial,Zhang2021_Kidney::SI_23459
Zhang2021_Kidney,Kidney,SI_23459,Myocyte,Myocyte,Zhang2021_Kidney::SI_23459
Zhang2021_Kidney,Kidney,SI_23459,T_cell,T cell,Zhang2021_Kidney::SI_23459
Zhang2021_Kidney,Kidney,SI_23459,Macrophage,Macrophage,Zhang2021_Kidney::SI_23459
Zhang2021_Kidney,Kidney,SI_23459,Pericyte,Pericyte,Zhang2021_Kidney::SI_23459
Zhang2021_Kidney,Kidney,SI_23459,Plasma,Plasma,Zhang2021_Kidney::SI_23459
Zhang2021_Kidney,Kidney,SI_23459,Mast,Mast,Zhang2021_Kidney::SI_23459
Zhang2021_Kidney,Kidney,SI_23843,Endothelial,Endothelial,Zhang2021_Kidney::SI_23843
Zhang2021_Kidney,Kidney,SI_23843,Myocyte,Myocyte,Zhang2021_Kidney::SI_23843
Zhang2021_Kidney,Kidney,SI_23843,Malignant,Malignant,Zhang2021_Kidney::SI_23843
Zhang2021_Kidney,Kidney,SI_23843,Macrophage,Macrophage,Zhang2021_Kidney::SI_23843
Zhang2021_Kidney,Kidney,SI_23843,Plasma,Plasma,Zhang2021_Kidney::SI_23843
Zhang2021_Kidney,Kidney,SI_23843,Pericyte,Pericyte,Zhang2021_Kidney::SI_23843
Zhang2021_Kidney,Kidney,SI_23843,T_cell,T cell,Zhang2021_Kidney::SI_23843
Zhang2021_Kidney,Kidney,SI_23843,Mast,Mast,Zhang2021_Kidney::SI_23843
Ma2019_Liver-Biliary,Liver-Biliary,C26,Endothelial,Endothelial,Ma2019_Liver-Biliary::C26
Ma2019_Liver-Biliary,Liver-Biliary,H38,Malignant,Malignant,Ma2019_Liver-Biliary::H38
Ma2019_Liver-Biliary,Liver-Biliary,H38,Fibroblast,Fibroblast,Ma2019_Liver-Biliary::H38
Ma2019_Liver-Biliary,Liver-Biliary,C66,Malignant,Malignant,Ma2019_Liver-Biliary::C66
Ma2019_Liver-Biliary,Liver-Biliary,C25,Malignant,Malignant,Ma2019_Liver-Biliary::C25
Ma2019_Liver-Biliary,Liver-Biliary,H37,Malignant,Malignant,Ma2019_Liver-Biliary::H37
Ma2019_Liver-Biliary,Liver-Biliary,H65,Malignant,Malignant,Ma2019_Liver-Biliary::H65
Ma2019_Liver-Biliary,Liver-Biliary,H38,Endothelial,Endothelial,Ma2019_Liver-Biliary::H38
Ma2019_Liver-Biliary,Liver-Biliary,C46,Malignant,Malignant,Ma2019_Liver-Biliary::C46
Ma2019_Liver-Biliary,Liver-Biliary,H65,Macrophage,Macrophage,Ma2019_Liver-Biliary::H65
Ma2019_Liver-Biliary,Liver-Biliary,C66,Fibroblast,Fibroblast,Ma2019_Liver-Biliary::C66
Ma2019_Liver-Biliary,Liver-Biliary,C66,Endothelial,Endothelial,Ma2019_Liver-Biliary::C66
Ma2019_Liver-Biliary,Liver-Biliary,H65,Endothelial,Endothelial,Ma2019_Liver-Biliary::H65
Ma2019_Liver-Biliary,Liver-Biliary,C46,Macrophage,Macrophage,Ma2019_Liver-Biliary::C46
Ma2019_Liver-Biliary,Liver-Biliary,H38,Macrophage,Macrophage,Ma2019_Liver-Biliary::H38
Ma2019_Liver-Biliary,Liver-Biliary,C56,Malignant,Malignant,Ma2019_Liver-Biliary::C56
Ma2019_Liver-Biliary,Liver-Biliary,C26,Malignant,Malignant,Ma2019_Liver-Biliary::C26
Ma2019_Liver-Biliary,Liver-Biliary,H37,Macrophage,Macrophage,Ma2019_Liver-Biliary::H37
Ma2019_Liver-Biliary,Liver-Biliary,C26,Macrophage,Macrophage,Ma2019_Liver-Biliary::C26
Ma2019_Liver-Biliary,Liver-Biliary,C56,T_cell,T cell,Ma2019_Liver-Biliary::C56
Ma2019_Liver-Biliary,Liver-Biliary,C66,Macrophage,Macrophage,Ma2019_Liver-Biliary::C66
Ma2019_Liver-Biliary,Liver-Biliary,C26,Fibroblast,Fibroblast,Ma2019_Liver-Biliary::C26
Ma2019_Liver-Biliary,Liver-Biliary,H37,T_cell,T cell,Ma2019_Liver-Biliary::H37
Ma2019_Liver-Biliary,Liver-Biliary,C25,Endothelial,Endothelial,Ma2019_Liver-Biliary::C25
Ma2019_Liver-Biliary,Liver-Biliary,C46,Fibroblast,Fibroblast,Ma2019_Liver-Biliary::C46
Ma2019_Liver-Biliary,Liver-Biliary,C46,hpc-like,hpc-like,Ma2019_Liver-Biliary::C46
Ma2019_Liver-Biliary,Liver-Biliary,C46,Endothelial,Endothelial,Ma2019_Liver-Biliary::C46
Ma2019_Liver-Biliary,Liver-Biliary,C26,T_cell,T cell,Ma2019_Liver-Biliary::C26
Ma2019_Liver-Biliary,Liver-Biliary,H38,T_cell,T cell,Ma2019_Liver-Biliary::H38
Ma2019_Liver-Biliary,Liver-Biliary,H38,B_cell,B cell,Ma2019_Liver-Biliary::H38
Ma2019_Liver-Biliary,Liver-Biliary,C66,T_cell,T cell,Ma2019_Liver-Biliary::C66
Ma2019_Liver-Biliary,Liver-Biliary,C25,B_cell,B cell,Ma2019_Liver-Biliary::C25
Ma2019_Liver-Biliary,Liver-Biliary,C25,T_cell,T cell,Ma2019_Liver-Biliary::C25
Ma2019_Liver-Biliary,Liver-Biliary,H65,B_cell,B cell,Ma2019_Liver-Biliary::H65
Ma2019_Liver-Biliary,Liver-Biliary,C56,Endothelial,Endothelial,Ma2019_Liver-Biliary::C56
Ma2019_Liver-Biliary,Liver-Biliary,H65,T_cell,T cell,Ma2019_Liver-Biliary::H65
Ma2019_Liver-Biliary,Liver-Biliary,C46,T_cell,T cell,Ma2019_Liver-Biliary::C46
Ma2019_Liver-Biliary,Liver-Biliary,C25,Fibroblast,Fibroblast,Ma2019_Liver-Biliary::C25
Ma2019_Liver-Biliary,Liver-Biliary,C66,hpc-like,hpc-like,Ma2019_Liver-Biliary::C66
Ma2019_Liver-Biliary,Liver-Biliary,C25,Macrophage,Macrophage,Ma2019_Liver-Biliary::C25
Ma2019_Liver-Biliary,Liver-Biliary,C26,hpc-like,hpc-like,Ma2019_Liver-Biliary::C26
Ma2019_Liver-Biliary,Liver-Biliary,C56,Fibroblast,Fibroblast,Ma2019_Liver-Biliary::C56
Ma2019_Liver-Biliary,Liver-Biliary,C25,hpc-like,hpc-like,Ma2019_Liver-Biliary::C25
Ma2019_Liver-Biliary,Liver-Biliary,H38,hpc-like,hpc-like,Ma2019_Liver-Biliary::H38
Ma2019_Liver-Biliary,Liver-Biliary,H37,Endothelial,Endothelial,Ma2019_Liver-Biliary::H37
Ma2019_Liver-Biliary,Liver-Biliary,C56,Macrophage,Macrophage,Ma2019_Liver-Biliary::C56
Sharma2020_Liver-Biliary,Liver-Biliary,P1_N,T_cell,T cell,Sharma2020_Liver-Biliary::P1_N
Sharma2020_Liver-Biliary,Liver-Biliary,P1_N,NK_cell,NK cell,Sharma2020_Liver-Biliary::P1_N
Sharma2020_Liver-Biliary,Liver-Biliary,P1_N,Myeloid,Myeloid,Sharma2020_Liver-Biliary::P1_N
Sharma2020_Liver-Biliary,Liver-Biliary,P1_N,B_cell,B cell,Sharma2020_Liver-Biliary::P1_N
Sharma2020_Liver-Biliary,Liver-Biliary,P1_N,Endothelial,Endothelial,Sharma2020_Liver-Biliary::P1_N
Sharma2020_Liver-Biliary,Liver-Biliary,P1_N,Fibroblast,Fibroblast,Sharma2020_Liver-Biliary::P1_N
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T1,T_cell,T cell,Sharma2020_Liver-Biliary::P1_T1
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T1,Myeloid,Myeloid,Sharma2020_Liver-Biliary::P1_T1
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T1,Fibroblast,Fibroblast,Sharma2020_Liver-Biliary::P1_T1
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T1,Mast,Mast,Sharma2020_Liver-Biliary::P1_T1
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T1,Endothelial,Endothelial,Sharma2020_Liver-Biliary::P1_T1
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T1,NK_cell,NK cell,Sharma2020_Liver-Biliary::P1_T1
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T1,B_cell,B cell,Sharma2020_Liver-Biliary::P1_T1
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T1,Hepatocyte,Hepatocyte,Sharma2020_Liver-Biliary::P1_T1
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T2,Myeloid,Myeloid,Sharma2020_Liver-Biliary::P1_T2
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T2,NK_cell,NK cell,Sharma2020_Liver-Biliary::P1_T2
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T2,T_cell,T cell,Sharma2020_Liver-Biliary::P1_T2
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T2,Fibroblast,Fibroblast,Sharma2020_Liver-Biliary::P1_T2
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T2,Hepatocyte,Hepatocyte,Sharma2020_Liver-Biliary::P1_T2
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T2,Endothelial,Endothelial,Sharma2020_Liver-Biliary::P1_T2
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T3,T_cell,T cell,Sharma2020_Liver-Biliary::P1_T3
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T3,Endothelial,Endothelial,Sharma2020_Liver-Biliary::P1_T3
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T3,Myeloid,Myeloid,Sharma2020_Liver-Biliary::P1_T3
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T3,NK_cell,NK cell,Sharma2020_Liver-Biliary::P1_T3
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T3,Fibroblast,Fibroblast,Sharma2020_Liver-Biliary::P1_T3
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T3,Mast,Mast,Sharma2020_Liver-Biliary::P1_T3
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T3,B_cell,B cell,Sharma2020_Liver-Biliary::P1_T3
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T4,NK_cell,NK cell,Sharma2020_Liver-Biliary::P1_T4
Sharma2020_Liver-Biliary,Liver-Biliary,P1_T4,Myeloid,Myeloid,Sharma2020_Liver-Biliary::P1_T4
